Trend Goal Report    ,,,,,,,,

Goal: initial_rtl/lint/connectivity,,,,,,,
,         Unresolved Violations,,,                      Waived Violations,,
Date (dd-mm-yyyy),FATAL,ERROR,WARNING,INFO,FATAL,ERROR,WARNING,INFO
22-Apr-2018,0,0,0,3,0,0,0,0

Goal: initial_rtl/lint/simulation,,,,,,,
,         Unresolved Violations,,,                      Waived Violations,,
Date (dd-mm-yyyy),FATAL,ERROR,WARNING,INFO,FATAL,ERROR,WARNING,INFO
22-Apr-2018,0,0,5,2,0,0,0,0

Goal: initial_rtl/lint/structure,,,,,,,
,         Unresolved Violations,,,                      Waived Violations,,
Date (dd-mm-yyyy),FATAL,ERROR,WARNING,INFO,FATAL,ERROR,WARNING,INFO
22-Apr-2018,0,0,0,3,0,0,0,0

Goal: initial_rtl/lint/synthesis,,,,,,,
,         Unresolved Violations,,,                      Waived Violations,,
Date (dd-mm-yyyy),FATAL,ERROR,WARNING,INFO,FATAL,ERROR,WARNING,INFO
22-Apr-2018,0,0,2,2,0,0,0,0
